Vote_ID,Iniciative_ID,Título,Proposed_By,TextLink
127124,294138,Introduz um regime de faltas justificadas no local de trabalho e em estabelecimentos de ensino quando motivadas por menstruação incapacitante,L,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a4445335a6a49355954677459544a6d4e6930305a44426b4c574a6d4d7a6b744d7a5a6d5a474d304e7a4e685a4449334c6d52765933673d&fich=d17f29a8-a2f6-4d0d-bf39-36fdc473ad27.docx&Inline=true
127125,294139,"Alarga o âmbito da consulta de planeamento familiar, que passa a abranger a saúde sexual e reprodutiva, da puberdade à menopausa e andropausa",L,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d7a4d774d44517a5a4749744d3245304d6930304d6a4e6c4c546734596d59744e6a466b4d4755354e446b315a474a6c4c6d52765933673d&fich=330043db-3a42-423e-88bf-61d0e9495dbe.docx&Inline=true
127126,284095,Recomenda ao Governo que proceda à elaboração e implementação de Estratégia Nacional de Combate à Endometriose e Adenomiose e que crie uma bolsa de investigação da doença,CH,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d3255775a47517a4e6a5974597a4d795a6930304f4442684c546c6d4e544d744d6d56694e7a51304d5751314e57526d4c6d52765933673d&fich=3e0dd366-c32f-480a-9f53-2eb7441d55df.docx&Inline=true
127127,284096,Pela proteção da Mulher Grávida nos Cuidados de Saúde e no Trabalho,CH,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d5449334f574535596a4574597a5a6a4d4330304e444e694c54677a5a4449744d4759324d6a6b3559324d334d5449324c6d52765933673d&fich=1279a9b1-c6c0-443b-83d2-0f6299cc7126.docx&Inline=true
127129,294141,Constrangimentos nos Serviços de Ginecologia e Obstetrícia,PS,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f575178595449345a4455744e5755334d693030596d566c4c5745784e324d745a6a686c5a5451794d6a63784d4756694c6d52765933673d&fich=9d1a28d5-5e72-4bee-a17c-f8ee422710eb.docx&Inline=true
127130,294142,"Pela garantia e promoção dos direitos sexuais e reprodutivos ao longo da vida, incluindo na menopausa",PS,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e4749794e6a6b335a446b744e47553459793030593249344c5749344e574d744e7a6c6c4d574d314e6d45794f5463334c6d52765933673d&fich=4b2697d9-4e8c-4cb8-b85c-79e1c56a2977.docx&Inline=true
127131,304139,Reforço das medidas de acompanhamento da grávida e puérpera no Serviço Nacional de Saúde,PCP,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d546378596a4130596a63744d474d355a5330305a6a426c4c574a6b4d6d4d744d4449774e32526d4d7a4d7a4d3259784c6d52765933673d&fich=171b04b7-0c9e-4f0e-bd2c-0207df3333f1.docx&Inline=true
127134,304151,Designação de fiscal único para a ERC - Entidade Reguladora para a Comunicação Social,R,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e4759304f444d784e5451744d4745305a6930305a6a557a4c54686a596a41745a446c6a4e474d344e7a6b314e444e6c4c6d52765933673d&fich=4f483154-0a4f-4f53-8cb0-d9c4c879543e.docx&Inline=true
127135,304152,Designação de fiscal único para a Comissão Nacional de Proteção de Dados,R,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d574d324e6a4d785a5751745a6d55784f5330305a6a6b314c5468695a4463745a544a684e47466c4d7a45315a6a45794c6d52765933673d&fich=1c6631ed-fe19-4f95-8bd7-e2a4ae315f12.docx&Inline=true
127136,263779,"Clarifica, autonomiza e aumenta o direito de consignação fiscal em sede de IRS a favor de associações zoófilas, alterando a Lei n.º 92/95, de 12 de setembro, e a Lei n.º 35/98, de 18 de julho",PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e6a6b344d7a68694f5455744e7a517a4d6930304e5463794c5745774f4467745a5463354e546b304e4752684d574d794c6d52765933673d&fich=69838b95-7432-4572-a088-e795944da1c2.docx&Inline=true
127137,284003,Recomenda ao Governo português que apele à libertação de Boris Kagarlitsky e que manifeste a disponibilidade de Portugal para o acolher enquanto exilado político,BE,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e44497a5a54426a4f574574596a63304d7930304d546b794c546b354f5455744d6a51784d324e6d4d6d466c4f4441304c6d52765933673d&fich=423e0c9a-b743-4192-9995-2413cf2ae804.docx&Inline=true
127143,284060,Pelo aumento da capacidade da oferta pública de creches,PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a446c6b4d47497a5a6a55744e5464685a6930304d4751344c5749304d7a59745932526a4d6d55794d4759785a6a6c6b4c6d52765933673d&fich=d9d0b3f5-57af-40d8-b436-cdc2e20f1f9d.docx&Inline=true
127144,263780,"Recomenda a suspensão dos processos de mineração previstos para a Serra da Argemela, Boticas, Montalegre e Lixa",BE,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d457659574a684e6a56694e7a417459575a6d4f4330304d32526c4c5749314f5749745a6a59314d54673359544d774e5745334c6d52765933673d&fich=aba65b70-aff8-43de-b59b-f65187a305a7.docx&Inline=true
127146,284036,Recomenda ao Governo a suspensão da exploração de lítio na Mina do Barroso,PCP,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576593251355a6a67304f5749744d7a4d7a4e6930304e3259794c546b79593245744e7a517a4f5449304d546b784d6a63304c6d52765933673d&fich=cd9f849b-3336-47f2-92ca-743924191274.docx&Inline=true
127147,284054,"Recomenda o cancelamento das concessões de exploração de lítio nas minas do Romano, em Montalegre, e do Barroso, em Boticas, e a proteção da única região classificada pela FAO como Património Agrícola Mundial em Portugal",L,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e47517a4d7a45345a4467744f4449355a5330304e574d314c5745325a4451744f44466c5a47517a4f5467775a6a646a4c6d52765933673d&fich=4d3318d8-829e-45c5-a6d4-81edd3980f7c.docx&Inline=true
127148,284064,Pela suspensão da vigência do contrato de concessão de exploração da mina do Barroso,PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576597a4a6c5a6a4e694d4463744d7a5a6b4d6930304d44677a4c546b7a4f4449745a6a51324d6d4d774e6a51795a4442684c6d52765933673d&fich=c2ef3b07-36d2-4083-9382-f462c0642d0a.docx&Inline=true
127149,284039,Defesa dos músicos e criadores culturais do Centro Comercial STOP e criação do Centro Cultural e Musical do Porto,PCP,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e6d51314e5751334e444174595463334d6930304e324a6b4c54686c4f4467744d6d517a596a45304e4755305a474d7a4c6d52765933673d&fich=6d55d740-a772-47bd-8e88-2d3b144e4dc3.docx&Inline=true
127150,284055,Recomenda a criação da rede de “Casa da Criação”,L,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e4745774d7a49334d6d4574596a41344d5330304e7a4d7a4c546c695a5445744e6a637a4f4445774d6a646c5a545a6b4c6d52765933673d&fich=4a03272a-b081-4733-9be1-67381027ee6d.docx&Inline=true
127152,284071,Promover o CC STOP enquanto polo cultural,BE,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d5441334d6a4d305a5449744f57566d5a5330304d44426d4c54686b5a5463744e5449324e7a6b344d5463314d54517a4c6d52765933673d&fich=107234e2-9efe-400f-8de7-526798175143.docx&Inline=true
127153,294115,"Apreciação do Relatório sobre “Portugal na União Europeia, 2023”",C,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e32566d593255334f444574596a67325a6930304f444d314c546b324d5451745a4445345a575a685954426d4e6a5a694c6d52765933673d&fich=7efce781-b86f-4835-9614-d18efaa0f66b.docx&Inline=true
127154,284076,Propõe a realização de um referendo sobre a abolição das touradas em Portugal,PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a474d334d574d304f5451744e4455354f533030595456684c5749304d6a51744e3246694f5455774d4459304e7a5a6a4c6d52765933673d&fich=dc71c494-4599-4a5a-b424-7ab95006476c.docx&Inline=true
127155,284094,"Pela promoção da proteção de crianças e jovens da violência da tauromaquia, interditando a assistência e a participação a menores de 16 anos",PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f446b324d7a426a5a544d744d474e6a597930304d47566c4c5745325a4751744e324d7a4d44497a597a4132595467314c6d52765933673d&fich=89630ce3-0ccc-40ee-a6dd-7c3023c06a85.docx&Inline=true
127158,273951,Consagra o dia 18 de julho como o Dia Nacional do Resgate Animal,PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576593255345a5749345a6d59744e475530597930305a4459334c574a6a4d4467744e6d597a4e574a6b5a6a566a5a575a694c6d52765933673d&fich=ce8eb8ff-4e4c-4d67-bc08-6f35bdf5cefb.docx&Inline=true
127159,273952,"Recomenda ao Governo a criação de um programa que integre equipas de socorro e resgate animal,  hospitais de campanha e demais meios de socorro animal em situação de emergência",PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e4451324e7a6b784d3245744d5749304f4330304e6a51314c546b31595759744e3249345a4751794d324e695a4455324c6d52765933673d&fich=4467913a-1b48-4645-95af-7b8dd23cbd56.docx&Inline=true
127163,294122,"Interdita a menores o trabalho em atividades tauromáquicas, profissionais ou amadoras, assim como a assistência a eventos tauromáquicos",BE,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d47566b5a4441794e546774593255354e4330305a5452684c574a6b4f4745745a4751304d325a6c4e5459774f5449344c6d527659773d3d&fich=0edd0258-ce94-4e4a-bd8a-dd43fe560928.doc&Inline=true
127164,294130,Aprova o regime sancionatório dos maus-tratos a animais de companhia,PCP,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e54517759544a6c597a41745a6a63305a6930304d3249774c574a6b4d6d51744d4442685a6d526d4e574535595755794c6d52765933673d&fich=540a2ec0-f74f-43b0-bd2d-00afdf5a9ae2.docx&Inline=true
127165,284081,"Altera a Lei n.º 27/2006, de 3 de julho, o Decreto-Lei n.º 45/2019, de 1 de abril, procedendo à inclusão de medidas especiais que permitam a criação de Equipas Municipais de Socorro Animal",CH,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d7a6333596d55784d3245744f475933595330304d6d45314c546777596d59744e544a6d4d54646b4e3249794e3256684c6d52765933673d&fich=377be13a-8f7a-42a5-80bf-52f17d7b27ea.docx&Inline=true
127166,294137,Cria o Conselho Nacional para o Bem-estar e Proteção Animal,L,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a6b77596a517a5a5467744d44646b4d4330304f546c6d4c574978595749744e7a6b7a5a4449314f5752694e6d45334c6d52765933673d&fich=790b43e8-07d0-499f-b1ab-793d259db6a7.docx&Inline=true
127167,294148,"Reforça a proteção dos animais de companhia, alterando o DL n.º 276/2001, de 17 de Outubro, o Código Penal e o DL n.º 314/2003, de 17 de Dezembro",CH,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5745794f474e6a5a444d744d6d4933597930304d5745344c54677a4f4451744e546b344e475a6a4f544535595459304c6d52765933673d&fich=5a28ccd3-2b7c-41a8-8384-5984fc919a64.docx&Inline=true
127168,294140,Recomenda a abolição do transporte marítimo de animais vivos para países terceiros no prazo máximo de dois anos,L,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a686d4e475932596d4974596a686a5a4330304f4751334c5746684e6d55744f544a6a4d57526c5a475a694e5755334c6d52765933673d&fich=78f4f6bb-b8cd-48d7-aa6e-92c1dedfb5e7.docx&Inline=true
127189,273921,Reconhece a profissão de bombeiro como de risco e desgaste rápido,PCP,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576597a55794e4441344d5751745a6d566c4e5330304e4759334c54677a5a6d55744d474e6a5a54646b4f54646a4f4755784c6d52765933673d&fich=c524081d-fee5-44f7-83fe-0cce7d97c8e1.docx&Inline=true
127190,273922,"Reforça os direitos e regalias dos bombeiros, procedendo à 5.ª alteração ao Decreto-Lei n.º 241/2007, de 21 de junho, que define o regime jurídico aplicável aos bombeiros portugueses no território nacional",PCP,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595451355a545a6c5a445974597a4532596930304e7a646b4c57466d4f5749744e6d55334e7a45354e54686b4d6a4a6b4c6d52765933673d&fich=a49e6ed6-c16b-477d-af9b-6e771958d22d.docx&Inline=true
127197,304154,Recomenda o apoio às populações e o desenvolvimento e implementação de um plano integrado de restauro ecológico e prevenção de incêndios,L,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a67775a47566c5a5749745957526b4e4330305a4445304c546b774d5467745932497a5a5455314e6d45794f5455784c6d52765933673d&fich=280deeeb-add4-4d14-9018-cb3e556a2951.docx&Inline=true
127203,273935,"Recomenda ao Governo que priorize as negociações para o aumento das quotas de pesca portuguesas, assim como aprofunde conversações com vista à criação de quotas de específicas para as regiões ultraperiféricas",CH,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a4452695a44637a59546b744d7a4a684d693030597a4d304c5745794e7a59744f4745774e5749345a4459795a4441334c6d52765933673d&fich=d4bd73a9-32a2-4c34-a276-8a05b8d62d07.docx&Inline=true
127205,283981,"Recomenda ao Governo a continuidade de implementação da rede de bancos de leite materno, em cumprimento do disposto na lei",PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a51795954686d4e5451745a6d4d794f5330305a475a6b4c546c6c597a5174596a59315932566c5a6a41314e546c6c4c6d52765933673d&fich=242a8f54-fc29-4dfd-9ec4-b65ceef0559e.docx&Inline=true
127206,283997,Institui o dia 22 de dezembro como Dia Nacional do Técnico Auxiliar de Saúde,PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f4749334d5467794f4441744f545a6c4d5330304d47566d4c5745344d4467745a4441794e575268597a4d79597a4d334c6d52765933673d&fich=8b718280-96e1-40ef-a808-d025dac32c37.docx&Inline=true
127208,263784,Recomenda ao Governo que assegure a concretização do bloco de rega de Reguengos e o desenvolvimento do projeto do bloco de regas de Mourão,CH,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765957466d4e6a6c684e7a63744e6a41334d793030596d45354c57466a4d5449744d574d35596a41784f575a6d4d6a51314c6d52765933673d&fich=aaf69a77-6073-4ba9-ac12-1c9b019ff245.docx&Inline=true
127209,273895,Recomenda ao Governo que ative os procedimentos necessários para adjudicar a totalidade das obras previstas no Circuito Hidráulico de Reguengos de Monsaraz e cumpra a totalidade das metas fixadas no Programa Nacional de Regadios,PS,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576595749794e4751334e5759744d5467784f4330304e4752684c57457a59574d744f4445794d574532593245794e544d354c6d52765933673d&fich=ab24d75f-1818-44da-a3ac-8121a6ca2539.docx&Inline=true
127211,304142,Aprova um regime excecional de endividamento municipal aplicável às despesas destinadas a fazer face aos prejuízos causados pelos grandes incêndios ocorridos nas regiões Centro e Norte de Portugal continental no mês de Setembro de 2024,PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d47597a4f4749794f5459744e5755324e433030596a68684c574a6d595751744e544a6b4f44566c4e575a6d4f5751324c6d52765933673d&fich=0f38b296-5e64-4b8a-bfad-52d85e5ff9d6.docx&Inline=true
127212,304144,"Altera o DL n.º 82/2021, de 13 de Outubro, que aprova o Sistema de Gestão Integrada de fogos rurais no território continental no sentido de aditar medidas de proteção aos povoamentos florestais percorridos por incêndios",CH,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d3251774e47566b4e7a41745a6a466b4f4330304d4459324c5746684d5751744e6a6b344d474d77596a6b794e4449314c6d52765933673d&fich=3d04ed70-f1d8-4066-aa1d-6980c0b92425.docx&Inline=true
127213,304153,Reforça medidas urgentes de apoio às populações afetadas pelos incêndios ocorridos em setembro de 2024,PCP,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6a5a6d4d474d7a595755744d6a4d7a4f4330304d7a41774c5749794d6a4d744e4467314d6a4d325a54566b5a5751344c6d527659773d3d&fich=f6f0c3ae-2338-4300-b223-485236e5ded8.doc&Inline=true
127214,294100,"Recomenda ao governo um plano de ação para a renaturalização, gestão florestal sustentável e prevenção de incêndios nas áreas ardidas em Portugal",PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e575a6d593252694f444d744e574d33596930304e57466a4c574979595467745a474e6b5a445a6c595459315a5751794c6d52765933673d&fich=5ffcdb83-5c7b-45ac-b2a8-dcdd6ea65ed2.docx&Inline=true
127215,294101,Recomenda ao Governo a suspensão temporária da atividade cinegética em todas as áreas ardidas e confinantes do território nacional para a recuperação da fauna e dos seus habitats naturais após os incêndios florestais e a implementação de programas de alimentação e abeberamento para a fauna selvagem afectada,PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a44526d4d5463324f4449744f4449344f5330304e7a4a6d4c5749774d544974597a426b4e6a673459325a6b4d7a4e6c4c6d52765933673d&fich=d4f17682-8289-472f-b012-c0d688cfd33e.docx&Inline=true
127216,294102,Recomenda ao Governo que aprove medidas de apoio aos municípios afectados pelos grandes incêndios ocorridos nas regiões Centro e Norte de Portugal continental no mês de Setembro de 2024,PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576596d5531597a55795a6a6774595441324f4330304d54426b4c5745304f574d74596a63334e544579596a64694e475a694c6d52765933673d&fich=be5c52f8-a068-410d-a49c-b77512b7b4fb.docx&Inline=true
127217,294103,Recomenda ao Governo que tome as diligências necessárias junto da Comissão Europeia para assegurar a intervenção do Fundo de Solidariedade da União Europeia com vista ao financiamento  das medidas de resposta aos prejuízos causados pelos grandes incêndios ocorridos nas regiões Centro e Norte de Portugal continental no mês de Setembro de 2024,PAN,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5452685a545977596d51744d7a5178597930304f4467354c5467355a475174596a466a4e6d52684e7a6b334f54566c4c6d52765933673d&fich=54ae60bd-341c-4889-89dd-b1c6da79795e.docx&Inline=true
127218,304147,"Intervenção urgente nas áreas ardidas nos incêndios de setembro de 2024 para apoio às populações, estabilização dos solos e reconversão florestal",BE,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576593249304d5455304f4449745a474e6b597930304e4746694c5749775a6d49744d4455355a6d526a4d7a597a4e3245314c6d52765933673d&fich=cb415482-dcdc-44ab-b0fb-059fdc3637a5.docx&Inline=true
127219,294121,Impede o apoio institucional à realização de touradas e outros espetáculos que inflijam sofrimento físico ou psíquico ou provoquem a morte de animais,BE,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5467794e4751314e4451745a544a6b4f4330305a6a45304c57497859324d744d5745784f475a6c4d4467324f474a6d4c6d527659773d3d&fich=5824d544-e2d8-4f14-b1cc-1a18fe0868bf.doc&Inline=true
127242,304258,"Fixa a composição, distribuição e elenco dos Grupos Parlamentares de Amizade na XVI Legislatura",R,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e6d5532593249794e4463744d4745315a5330304f5441324c5749355a6a59745a544a6c4d4749324e7a45344f4746684c6d52765933673d&fich=6e6cb247-0a5e-4906-b9f6-e2e0b67188aa.docx&Inline=true
127245,294126,"Alarga o universo de empresas em condições de aderir ao regime de IVA de Caixa e protege as micro e pequenas empresas perante situações de «créditos incobráveis ou de cobrança duvidosa» (4.ª Alteração ao Decreto-Lei n.º 71/2013, de 30 de maio)",PCP,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4a6b4f544a6b5a6a51744e574d354e5330304e7a55354c5749345a6a63744f4455334e3251334d7a41774e44557a4c6d52765933673d&fich=22d92df4-5c95-4759-b8f7-8577d7300453.docx&Inline=true
127246,294136,Progressão salarial dos Investigadores e dos Docentes Universitários mais rápida e justa,L,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e4463774f4745315954637459544a6c4e7930305a4759794c57466a4d5455745a44526d4d5755325a5759314d6a49324c6d52765933673d&fich=4708a5a7-a2e7-4df2-ac15-d4f1e6ef5226.docx&Inline=true
127247,294109,Recomenda ao Governo que cesse com as discrepâncias existentes entre   Investigadores na FCT,CH,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576597a566d4d54557a595749744f574979596930304f5463344c5745354f544d745a6d51324e5441774d474579596a466d4c6d52765933673d&fich=c5f153ab-9b2b-4978-a993-fd65000a2b1f.docx&Inline=true
127249,294132,Valorizações remuneratórias dos docentes do ensino superior,BE,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a54686d5a6a4a6c595755744d5441794d6930304d3249784c54686c5a474d744e474a6b4e54646d4d546b304e474e694c6d527659773d3d&fich=e8ff2eae-1022-43b1-8edc-4bd57f1944cb.doc&Inline=true
127251,284088,Recomenda o reforço da oferta de cuidados paliativos,CDS-PP,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a646b4e5746684d5467745a47526c5a5330304e7a466a4c5745335a6a6b744d544e684e544269593245314d7a6b794c6d52765933673d&fich=27d5aa18-ddee-471c-a7f9-13a50bca5392.docx&Inline=true
127252,304180,"Altera a Lei n.º 31/2018, de 18 de julho, de forma a reforçar a gestão e organização da Rede Nacional de Cuidados Paliativos, garantindo a melhoria contínua da qualidade dos cuidados para doentes em fim de vida",CH,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b6c4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576597a55774e44426b4d6d51744f5459795a5330305a6d4d784c546b784e3251744f575a6b4e546c6d4d6a526c4d6a41344c6d52765933673d&fich=c5040d2d-962e-4fc1-917d-9fd59f24e208.docx&Inline=true
