Vote_ID,Unanimous_Or_Not,Block_Or_Split,Approved_Or_Rejected,Iniciative_ID,Proposed_By,Date_ID,ABSENT,Favor,Abstenção,Contra
127009,N,Block Vote,Aprovado,284025,R,2024-09-20 00:00:00,0," PSD,  PS,  CH,  CDS-PP","PCP,  PAN","IL,  BE,  L"
127010,N,Block Vote,Aprovado,284056,PAN,2024-09-20 00:00:00,0," PS,  IL,  BE,  L,  PAN","CH,  PCP","PSD,  CDS-PP"
127012,N,Block Vote,Aprovado,284017,V,2024-09-20 00:00:00,0," PSD,  IL,  CDS-PP","PS,  CH","BE,  PCP,  L"
127013,N,Block Vote,Rejeitado,263504,BE,2024-09-20 00:00:00,0," BE,  PCP,  L,  PAN",CH,"PSD,  PS,  IL,  CDS-PP"
127014,N,Block Vote,Rejeitado,263861,BE,2024-09-20 00:00:00,0," BE,  PCP,  L,  PAN",PS,"PSD,  CH,  IL,  CDS-PP"
127015,N,Block Vote,Aprovado,273901,PSD,2024-09-20 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  L,  CDS-PP,  PAN",PCP,""
127017,N,Block Vote,Aprovado,273957,PAN,2024-09-20 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",CH
127018,N,Block Vote,Aprovado,273957,PAN,2024-09-20 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127019,N,Block Vote,Aprovado,273974,BE,2024-09-20 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127020,N,Block Vote,Aprovado,284010,PAN,2024-09-20 00:00:00,0," PSD,  CH,  IL,  BE,  L,  CDS-PP,  PAN",PCP,PS
127021,N,Block Vote,Aprovado,263772,CH,2024-09-20 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,""
127022,N,Block Vote,Aprovado,263796,L,2024-09-20 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,""
127023,N,Block Vote,Aprovado,263495,PAN,2024-09-20 00:00:00,0," PS,  BE,  L,  PAN","PSD,  CH,  IL,  PCP,  CDS-PP",""
127024,N,Block Vote,Aprovado,263783,PAN,2024-09-20 00:00:00,0," PS,  IL,  BE,  L,  PAN","PSD,  PCP,  CDS-PP",CH
127041,N,Block Vote,Rejeitado,284041,CH,2024-09-27 00:00:00,0," CH,  IL,  BE,  PAN","PCP,  L","PSD,  PS,  CDS-PP"
127042,N,Block Vote,Aprovado,263764,PAN,2024-09-27 00:00:00,0," CH,  IL,  BE,  L,  PAN","PSD,  PS,  PCP,  CDS-PP",""
127043,N,Block Vote,Aprovado,284022,CDS-PP,2024-09-27 00:00:00,0," PSD,  CH,  IL,  BE,  L,  CDS-PP,  PAN",PS,PCP
127044,N,Block Vote,Aprovado,284045,L,2024-09-27 00:00:00,0," CH,  IL,  BE,  PCP,  L,  PAN","PSD,  PS,  CDS-PP",""
127045,N,Block Vote,Aprovado,284069,BE,2024-09-27 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127048,N,Block Vote,Rejeitado,284046,L,2024-09-27 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH,  IL","PSD,  CDS-PP"
127049,N,Block Vote,Rejeitado,284047,L,2024-09-27 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH,  IL","PSD,  CDS-PP"
127050,N,Block Vote,Rejeitado,284057,PAN,2024-09-27 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH,  IL","PSD,  CDS-PP"
127051,N,Block Vote,Rejeitado,284068,BE,2024-09-27 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH,  IL","PSD,  CDS-PP"
127052,N,Block Vote,Aprovado,273917,PSD,2024-09-27 00:00:00,0," PSD,  CH,  IL,  BE,  CDS-PP,  PAN","PS,  PCP,  L",""
127054,N,Block Vote,Rejeitado,284067,CH,2024-09-27 00:00:00,0," CH,  IL","BE,  L,  PAN","PSD,  PS,  PCP,  CDS-PP"
127055,N,Block Vote,Aprovado,284048,L,2024-09-27 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127057,N,Block Vote,Rejeitado,284070,BE,2024-09-27 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN","","PSD,  CH,  CDS-PP"
127058,N,Block Vote,Rejeitado,284072,PS,2024-09-27 00:00:00,0," PS,  IL,  BE,  L,  PAN","","PSD,  CH,  PCP,  CDS-PP"
127059,N,Block Vote,Aprovado,284074,PCP,2024-09-27 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127060,N,Block Vote,Rejeitado,263673,L,2024-09-27 00:00:00,0," PS,  BE,  L,  PAN",PCP,"PSD,  CH,  IL,  CDS-PP"
127061,N,Block Vote,Rejeitado,273902,PS,2024-09-27 00:00:00,0," PS,  BE,  PCP,  L,  PAN","","PSD,  CH,  IL,  CDS-PP"
127062,N,Block Vote,Rejeitado,284059,PAN,2024-09-27 00:00:00,0," PS,  BE,  PCP,  L,  PAN","","PSD,  CH,  IL,  CDS-PP"
127063,N,Block Vote,Rejeitado,263801,PCP,2024-09-27 00:00:00,0," BE,  PCP,  L,  PAN","CH,  IL","PSD,  PS,  CDS-PP"
127066,N,Block Vote,Rejeitado,283977,CH,2024-09-27 00:00:00,0, CH,"","PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN"
127067,N,Block Vote,Rejeitado,263558,IL,2024-09-27 00:00:00,0," CH,  IL",PAN,"PSD,  PS,  BE,  PCP,  L,  CDS-PP"
127068,N,Block Vote,Rejeitado,263666,IL,2024-09-27 00:00:00,0," IL,  BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  CDS-PP"
127069,N,Block Vote,Rejeitado,263814,BE,2024-09-27 00:00:00,0," IL,  BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  CDS-PP"
127070,N,Block Vote,Rejeitado,284043,CH,2024-09-27 00:00:00,0," CH,  BE,  PAN","PCP,  L","PSD,  PS,  IL,  CDS-PP"
127071,N,Block Vote,Rejeitado,284050,L,2024-09-27 00:00:00,0," IL,  BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  CDS-PP"
127072,N,Block Vote,Aprovado,284051,L,2024-09-27 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127073,N,Block Vote,Rejeitado,284061,PAN,2024-09-27 00:00:00,0," IL,  BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  CDS-PP"
127074,N,Block Vote,Aprovado,284062,PAN,2024-09-27 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN",CH,"PSD,  CDS-PP"
127075,N,Block Vote,Rejeitado,273904,PS,2024-09-27 00:00:00,0," PS,  IL,  L,  PAN",BE,"PSD,  CH,  PCP,  CDS-PP"
127077,N,Block Vote,Aprovado,284063,PAN,2024-09-27 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127079,N,Block Vote,Rejeitado,263704,CH,2024-09-27 00:00:00,0," CH,  IL",PAN,"PSD,  PS,  BE,  PCP,  L,  CDS-PP"
127080,N,Block Vote,Rejeitado,284038,IL,2024-09-27 00:00:00,0," CH,  BE,  PCP,  L,  PAN","","PSD,  PS,  IL,  CDS-PP"
127081,N,Block Vote,Aprovado,273936,PCP,2024-09-27 00:00:00,0," PS,  BE,  PCP,  L,  PAN","PSD,  CH,  CDS-PP",IL
127082,N,Block Vote,Rejeitado,273932,CH,2024-09-27 00:00:00,0," CH,  BE,  PAN",PCP,"PSD,  PS,  IL,  L,  CDS-PP"
127084,N,Block Vote,Rejeitado,283996,"L, PAN",2024-09-27 00:00:00,0," BE,  PCP,  L,  PAN","PSD,  PS,  IL,  CDS-PP",CH
127085,N,Block Vote,Aprovado,273905,L,2024-09-27 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127086,N,Block Vote,Aprovado,273906,L,2024-09-27 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",CH
127087,N,Block Vote,Aprovado,273907,L,2024-09-27 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127088,N,Block Vote,Rejeitado,273937,L,2024-09-27 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN","","PSD,  CH,  CDS-PP"
127089,N,Block Vote,Aprovado,273914,PCP,2024-09-27 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PSD,  PS,  IL,  CDS-PP",""
127090,N,Block Vote,Aprovado,284037,CH,2024-09-27 00:00:00,0," CH,  BE,  PAN","PSD,  PS,  IL,  PCP,  L,  CDS-PP",""
127091,N,Block Vote,Aprovado,273973,BE,2024-09-27 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127092,N,Block Vote,Aprovado,283995,CH,2024-09-27 00:00:00,0," CH,  IL,  BE,  PAN","PSD,  PS,  PCP,  L,  CDS-PP",""
127098,N,Block Vote,Rejeitado,263813,BE,2024-09-27 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH,  IL","PSD,  CDS-PP"
127115,N,Block Vote,Aprovado,273966,BE,2024-10-02 00:00:00,0," PSD,  CH,  BE,  PCP,  L,  CDS-PP,  PAN","PS,  IL",""
127117,N,Block Vote,Aprovado,284092,BE,2024-10-02 00:00:00,0," PS,  BE,  PCP,  L,  PAN","CH,  IL","PSD,  CDS-PP"
127120,N,Block Vote,Rejeitado,284093,BE,2024-10-02 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PS,  IL","PSD,  CDS-PP"
127122,N,Block Vote,Aprovado,294128,PAN,2024-10-02 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127123,N,Block Vote,Rejeitado,294129,PAN,2024-10-02 00:00:00,0," BE,  PCP,  L,  PAN","PS,  IL","PSD,  CH,  CDS-PP"
127124,N,Block Vote,Rejeitado,294138,L,2024-10-02 00:00:00,0," BE,  PCP,  L,  PAN","PS,  IL","PSD,  CH,  CDS-PP"
127125,N,Block Vote,Aprovado,294139,L,2024-10-02 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN",CH,"PSD,  CDS-PP"
127126,N,Block Vote,Rejeitado,284095,CH,2024-10-02 00:00:00,0," CH,  IL,  PAN","PS,  BE,  PCP,  L","PSD,  CDS-PP"
127127,N,Block Vote,Aprovado,284096,CH,2024-10-02 00:00:00,0," PSD,  CH,  CDS-PP,  PAN","PS,  IL,  BE,  PCP,  L",""
127129,N,Block Vote,Aprovado,294141,PS,2024-10-02 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127130,N,Block Vote,Aprovado,294142,PS,2024-10-02 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127131,N,Block Vote,Aprovado,304139,PCP,2024-10-02 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN",IL,"PSD,  CDS-PP"
127134,N,Block Vote,Aprovado,304151,R,2024-10-04 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",CH,""
127135,N,Block Vote,Aprovado,304152,R,2024-10-04 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",CH,""
127136,N,Block Vote,Rejeitado,263779,PAN,2024-10-04 00:00:00,0," CH,  IL,  BE,  PCP,  L,  PAN",PS,"PSD,  CDS-PP"
127137,N,Block Vote,Rejeitado,284003,BE,2024-10-04 00:00:00,0," PS,  IL,  BE,  L,  PAN",PCP,"PSD,  CH,  CDS-PP"
127143,N,Block Vote,Aprovado,284060,PAN,2024-10-04 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,""
127144,N,Split Vote,Rejeitado,263780,BE,2024-10-04 00:00:00,0,"BE, PCP, L, PAN","2-PS, CH","PSD, PS, IL, CDS-PP"
127146,N,Split Vote,Rejeitado,284036,PCP,2024-10-04 00:00:00,0,"BE, PCP, L, PAN","2-PS, CH","PSD, PS, IL, CDS-PP"
127147,N,Split Vote,Rejeitado,284054,L,2024-10-04 00:00:00,0,"BE, PCP, L, PAN","2-PS, CH","PSD, PS, IL, CDS-PP"
127148,N,Split Vote,Rejeitado,284064,PAN,2024-10-04 00:00:00,0,"BE, PCP, L, PAN","2-PS, CH","PSD, PS, IL, CDS-PP"
127149,N,Split Vote,Rejeitado,284039,PCP,2024-10-04 00:00:00,0,"PS, BE, PCP, L, PAN",1-PS,"PSD, CH, IL, CDS-PP"
127150,N,Block Vote,Aprovado,284055,L,2024-10-04 00:00:00,0," PS,  BE,  PCP,  L,  PAN","CH,  IL","PSD,  CDS-PP"
127152,N,Block Vote,Rejeitado,284071,BE,2024-10-04 00:00:00,0," BE,  PCP,  L,  PAN","PS,  IL","PSD,  CH,  CDS-PP"
127153,N,Block Vote,Aprovado,294115,C,2024-10-04 00:00:00,0," PSD,  PS,  CH,  IL,  L,  CDS-PP,  PAN",BE,PCP
127154,N,Split Vote,Rejeitado,284076,PAN,2024-10-04 00:00:00,0,"BE, L, PAN",3-PS,"PSD, PS, CH, IL, PCP, CDS-PP"
127155,N,Split Vote,Rejeitado,284094,PAN,2024-10-04 00:00:00,0,"PS, BE, L, PAN",IL,"PSD, 17-PS, CH, PCP, CDS-PP"
127158,N,Block Vote,Aprovado,273951,PAN,2024-10-04 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN",IL,"PSD,  CDS-PP"
127159,N,Block Vote,Rejeitado,273952,PAN,2024-10-04 00:00:00,0," BE,  L,  PAN","PS,  CH,  IL","PSD,  PCP,  CDS-PP"
127163,N,Split Vote,Rejeitado,294122,BE,2024-10-04 00:00:00,0,"4-PS, BE, L, PAN","7-PS, IL","PSD, PS, CH, PCP, CDS-PP"
127164,N,Split Vote,Rejeitado,294130,PCP,2024-10-04 00:00:00,0,"1-PS, PCP","","PSD, PS, CH, IL, BE, L, CDS-PP, PAN"
127165,N,Block Vote,Rejeitado,284081,CH,2024-10-04 00:00:00,0," CH,  BE,  PAN","PS,  L","PSD,  IL,  PCP,  CDS-PP"
127166,N,Block Vote,Rejeitado,294137,L,2024-10-04 00:00:00,0," BE,  PCP,  L,  PAN",CH,"PSD,  PS,  IL,  CDS-PP"
127167,N,Block Vote,Rejeitado,294148,CH,2024-10-04 00:00:00,0," CH,  PAN","BE,  L","PSD,  PS,  IL,  PCP,  CDS-PP"
127168,N,Split Vote,Rejeitado,294140,L,2024-10-04 00:00:00,0,"BE, L, PAN",PS,"PSD, 1-PS, CH, IL, PCP, CDS-PP"
127189,N,Block Vote,Aprovado,273921,PCP,2024-10-09 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PSD,  PS,  IL,  CDS-PP",""
127190,N,Block Vote,Aprovado,273922,PCP,2024-10-09 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PSD,  PS,  IL,  CDS-PP",""
127197,N,Block Vote,Aprovado,304154,L,2024-10-11 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127203,N,Block Vote,Rejeitado,273935,CH,2024-10-11 00:00:00,0, CH,"PS,  PCP","PSD,  IL,  BE,  L,  CDS-PP,  PAN"
127205,N,Block Vote,Aprovado,283981,PAN,2024-10-11 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127206,N,Block Vote,Aprovado,283997,PAN,2024-10-11 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  L,  PAN",CDS-PP,""
127208,N,Block Vote,Aprovado,263784,CH,2024-10-11 00:00:00,0," PS,  CH,  IL,  PCP","PSD,  L,  CDS-PP","BE,  PAN"
127209,N,Block Vote,Aprovado,273895,PS,2024-10-11 00:00:00,0," PS,  CH,  IL,  PCP","PSD,  L,  CDS-PP","BE,  PAN"
127211,N,Block Vote,Rejeitado,304142,PAN,2024-10-11 00:00:00,0," CH,  BE,  L,  PAN",PS,"PSD,  IL,  PCP,  CDS-PP"
127212,N,Block Vote,Rejeitado,304144,CH,2024-10-11 00:00:00,0, CH,"L,  PAN","PSD,  PS,  IL,  BE,  PCP,  CDS-PP"
127213,N,Block Vote,Aprovado,304153,PCP,2024-10-11 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PSD,  PS,  IL,  CDS-PP",""
127214,N,Block Vote,Rejeitado,294100,PAN,2024-10-11 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH","PSD,  IL,  CDS-PP"
127215,N,Block Vote,Rejeitado,294101,PAN,2024-10-11 00:00:00,0," IL,  BE,  L,  PAN","PS,  PCP","PSD,  CH,  CDS-PP"
127216,N,Block Vote,Rejeitado,294102,PAN,2024-10-11 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PS,  IL","PSD,  CDS-PP"
127217,N,Block Vote,Rejeitado,294103,PAN,2024-10-11 00:00:00,0," CH,  IL,  BE,  PCP,  L,  PAN",PS,"PSD,  CDS-PP"
127218,N,Block Vote,Rejeitado,304147,BE,2024-10-11 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH,  IL","PSD,  CDS-PP"
127219,N,Split Vote,Rejeitado,294121,BE,2024-10-04 00:00:00,0,"11-PS, IL, BE, L, PAN","","PSD, PS, CH, PCP, CDS-PP"
127242,N,Block Vote,Aprovado,304258,R,2024-10-18 00:00:00,0," PSD,  PS,  CH,  IL,  CDS-PP","BE,  PCP,  L",PAN
127245,N,Block Vote,Rejeitado,294126,PCP,2024-10-18 00:00:00,0," IL,  BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  CDS-PP"
127246,N,Block Vote,Aprovado,294136,L,2024-10-18 00:00:00,0," PS,  BE,  PCP,  L,  PAN","CH,  IL","PSD,  CDS-PP"
127247,N,Block Vote,Rejeitado,294109,CH,2024-10-18 00:00:00,0," CH,  BE,  PAN","PSD,  IL,  PCP,  L,  CDS-PP",PS
127249,N,Block Vote,Aprovado,294132,BE,2024-10-18 00:00:00,0," PS,  BE,  PCP,  L,  PAN",CH,"PSD,  IL,  CDS-PP"
127251,N,Block Vote,Aprovado,284088,CDS-PP,2024-10-18 00:00:00,0," PSD,  CH,  IL,  CDS-PP","PS,  BE,  L,  PAN",PCP
127252,N,Block Vote,Rejeitado,304180,CH,2024-10-18 00:00:00,0, CH,"IL,  PAN","PSD,  PS,  BE,  PCP,  L,  CDS-PP"
127253,N,Block Vote,Rejeitado,304198,L,2024-10-18 00:00:00,0," IL,  BE,  PCP,  L,  PAN","PS,  CH","PSD,  CDS-PP"
127255,N,Block Vote,Aprovado,304187,PCP,2024-10-18 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127256,N,Block Vote,Aprovado,304200,L,2024-10-18 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127257,N,Block Vote,Aprovado,304213,BE,2024-10-18 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,""
127258,N,Block Vote,Aprovado,283985,CH,2024-10-18 00:00:00,0," PSD,  CH,  IL,  CDS-PP,  PAN","PS,  BE,  L",PCP
127259,N,Block Vote,Aprovado,304189,PCP,2024-10-18 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PSD,  PS,  CDS-PP",IL
127260,N,Block Vote,Aprovado,304195,CDS-PP,2024-10-18 00:00:00,0," PSD,  CH,  IL,  BE,  L,  CDS-PP,  PAN","PS,  PCP",""
127261,N,Block Vote,Aprovado,263852,PSD,2024-10-18 00:00:00,0," PSD,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",PS,""
127262,N,Block Vote,Aprovado,294125,PS,2024-10-18 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127263,N,Block Vote,Aprovado,304172,PAN,2024-10-18 00:00:00,0," CH,  IL,  BE,  PCP,  L,  PAN","PSD,  PS,  CDS-PP",""
127264,N,Block Vote,Rejeitado,304183,BE,2024-10-18 00:00:00,0," BE,  PCP,  L,  PAN","PSD,  PS,  CDS-PP","CH,  IL"
127265,N,Block Vote,Aprovado,294107,PSD,2024-10-18 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  L,  CDS-PP,  PAN","",PCP
127266,N,Block Vote,Rejeitado,304182,PCP,2024-10-18 00:00:00,0, PCP,"","PSD,  PS,  CH,  IL,  BE,  L,  CDS-PP,  PAN"
127267,N,Block Vote,Aprovado,304185,BE,2024-10-18 00:00:00,0," PS,  CH,  IL,  BE,  L,  PAN","PSD,  CDS-PP",PCP
127268,N,Block Vote,Aprovado,304201,L,2024-10-18 00:00:00,0," PS,  CH,  IL,  BE,  L,  PAN","PSD,  CDS-PP",PCP
127270,N,Block Vote,Rejeitado,284016,CH,2024-10-18 00:00:00,0, CH,"","PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN"
127271,N,Split Vote,Rejeitado,283989,IL,2024-10-18 00:00:00,0,"2-PS, CH, IL","3-PSD, 1-PS, CDS-PP, PAN","PSD, PS, BE, PCP, L"
127272,N,Block Vote,Rejeitado,304202,L,2024-10-18 00:00:00,0," BE,  L,  PAN","PSD,  PS,  PCP,  CDS-PP","CH,  IL"
127275,N,Block Vote,Rejeitado,304191,PCP,2024-10-18 00:00:00,0," CH,  BE,  PCP,  L,  PAN","","PSD,  PS,  IL,  CDS-PP"
127276,N,Block Vote,Aprovado,304170,PAN,2024-10-18 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127277,N,Block Vote,Aprovado,304171,PAN,2024-10-18 00:00:00,0," PS,  CH,  IL,  BE,  L,  PAN",PCP,"PSD,  CDS-PP"
127278,N,Block Vote,Rejeitado,304184,BE,2024-10-18 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PS,  IL","PSD,  CDS-PP"
127279,N,Block Vote,Rejeitado,304193,PCP,2024-10-18 00:00:00,0," CH,  BE,  PCP,  L,  PAN",PS,"PSD,  IL,  CDS-PP"
127280,N,Block Vote,Rejeitado,263488,PCP,2024-10-18 00:00:00,0," BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  IL,  CDS-PP"
127281,N,Block Vote,Rejeitado,263489,PCP,2024-10-18 00:00:00,0," BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  IL,  CDS-PP"
127282,N,Block Vote,Rejeitado,263748,CH,2024-10-18 00:00:00,0," CH,  BE","PCP,  L,  PAN","PSD,  PS,  IL,  CDS-PP"
127284,N,Block Vote,Rejeitado,304208,L,2024-10-18 00:00:00,0," BE,  PCP,  L,  PAN",PS,"PSD,  CH,  IL,  CDS-PP"
127285,N,Block Vote,Rejeitado,304169,PAN,2024-10-18 00:00:00,0," CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  PS,  CDS-PP"
127286,N,Block Vote,Rejeitado,304186,BE,2024-10-18 00:00:00,0," BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  IL,  CDS-PP"
127287,N,Block Vote,Aprovado,304204,L,2024-10-18 00:00:00,0," PS,  BE,  L,  PAN","PSD,  PCP,  CDS-PP","CH,  IL"
127288,N,Block Vote,Rejeitado,273916,BE,2024-10-18 00:00:00,0," BE,  PCP,  L,  PAN","PS,  IL","PSD,  CH,  CDS-PP"
127289,N,Block Vote,Aprovado,304162,PAN,2024-10-18 00:00:00,0," PS,  BE,  PCP,  L,  PAN","PSD,  CH,  CDS-PP",IL
127290,N,Block Vote,Rejeitado,304192,PCP,2024-10-18 00:00:00,0," CH,  BE,  PCP,  L,  PAN",PS,"PSD,  IL,  CDS-PP"
127291,N,Block Vote,Rejeitado,304197,CH,2024-10-18 00:00:00,0," CH,  BE,  PAN","IL,  PCP,  L","PSD,  PS,  CDS-PP"
127292,N,Block Vote,Aprovado,304199,L,2024-10-18 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN",IL,"PSD,  CDS-PP"
127293,N,Block Vote,Rejeitado,304167,PAN,2024-10-18 00:00:00,0," IL,  BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  CDS-PP"
127294,N,Block Vote,Aprovado,284077,PS,2024-10-18 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN",IL,"PSD,  CDS-PP"
127295,N,Block Vote,Aprovado,263835,PS,2024-10-18 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,""
127296,N,Block Vote,Rejeitado,304190,PCP,2024-10-18 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH,  IL","PSD,  CDS-PP"
127297,N,Block Vote,Rejeitado,304205,L,2024-10-18 00:00:00,0," BE,  PCP,  L,  PAN","PS,  IL","PSD,  CH,  CDS-PP"
127298,N,Block Vote,Aprovado,304165,PAN,2024-10-18 00:00:00,0," PS,  BE,  PCP,  L,  PAN",CH,"PSD,  IL,  CDS-PP"
127299,N,Block Vote,Aprovado,304166,PAN,2024-10-18 00:00:00,0," PS,  BE,  PCP,  L,  PAN",CH,"PSD,  IL,  CDS-PP"
127300,N,Block Vote,Rejeitado,304168,PAN,2024-10-18 00:00:00,0," BE,  L,  PAN","PS,  IL,  PCP","PSD,  CH,  CDS-PP"
127301,N,Block Vote,Aprovado,304194,PCP,2024-10-18 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,""
127302,N,Block Vote,Aprovado,304196,CDS-PP,2024-10-18 00:00:00,0," PSD,  CH,  IL,  CDS-PP,  PAN","","PS,  BE,  PCP,  L"
127303,N,Block Vote,Aprovado,304211,BE,2024-10-18 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,""
127304,N,Block Vote,Rejeitado,304212,BE,2024-10-18 00:00:00,0," BE,  PCP,  L,  PAN",PS,"PSD,  CH,  IL,  CDS-PP"
127306,N,Block Vote,Aprovado,284029,PAN,2024-10-18 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127312,N,Block Vote,Aprovado,284024,V,2024-10-18 00:00:00,0," PSD,  PS,  L,  CDS-PP,  PAN","CH,  BE,  PCP",IL
127313,N,Block Vote,Aprovado,284024,V,2024-10-18 00:00:00,0," PSD,  PS,  L,  CDS-PP,  PAN","CH,  BE,  PCP",IL
127314,N,Block Vote,Aprovado,284024,V,2024-10-18 00:00:00,0," PSD,  PS,  L,  CDS-PP,  PAN","CH,  BE,  PCP",IL
127316,N,Block Vote,Rejeitado,273925,V,2024-10-18 00:00:00,0," PSD,  IL,  CDS-PP","CH,  PAN","PS,  BE,  PCP,  L"
127318,N,Block Vote,Aprovado,273963,L,2024-10-18 00:00:00,0," PSD,  PS,  BE,  PCP,  L,  CDS-PP,  PAN","CH,  IL",""
127320,N,Block Vote,Aprovado,284040,IL,2024-10-18 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  L,  CDS-PP,  PAN",PCP,""
127321,N,Block Vote,Aprovado,284066,BE,2024-10-18 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127323,N,Block Vote,Rejeitado,284078,CH,2024-10-18 00:00:00,0," CH,  IL,  BE,  PAN","PCP,  L","PSD,  PS,  CDS-PP"
127324,N,Block Vote,Aprovado,284089,IL,2024-10-18 00:00:00,0," PSD,  PS,  CH,  IL,  L,  CDS-PP,  PAN",BE,PCP
