Vote_ID,Unanimous_Or_Not,Block_Or_Split,Approved_Or_Rejected,Iniciative_ID,Proposed_By,Date_ID,ABSENT,Favor,Abstenção,Contra
127325,N,Block Vote,Aprovado,263876,CH,2024-10-18 00:00:00,0," CH,  BE","PSD,  PS,  IL,  PCP,  L,  CDS-PP",PAN
127326,N,Block Vote,Aprovado,304146,PS,2024-10-18 00:00:00,0," PS,  IL,  BE,  PCP,  L","PSD,  CH,  CDS-PP",PAN
127327,N,Block Vote,Rejeitado,263781,CH,2024-10-18 00:00:00,0," CH,  IL,  PAN","BE,  PCP,  L","PSD,  PS,  CDS-PP"
127329,N,Block Vote,Aprovado,263866,PS,2024-10-18 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",CH,""
127354,N,Block Vote,Aprovado,304203,L,2024-10-25 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127355,N,Block Vote,Aprovado,304238,CDS-PP,2024-10-25 00:00:00,0," PSD,  PS,  CH,  L,  CDS-PP,  PAN","IL,  BE,  PCP",""
127356,N,Block Vote,Aprovado,304244,L,2024-10-25 00:00:00,0," PS,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",CH
127357,N,Block Vote,Aprovado,304248,PAN,2024-10-25 00:00:00,0," PS,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",CH
127358,N,Block Vote,Aprovado,304252,PAN,2024-10-25 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN",IL,"PSD,  CDS-PP"
127360,N,Block Vote,Aprovado,263838,PS,2024-10-25 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",CH
127361,N,Block Vote,Aprovado,273920,CH,2024-10-25 00:00:00,0," CH,  IL,  BE,  PAN","PSD,  PS,  PCP,  L,  CDS-PP",""
127362,N,Block Vote,Aprovado,294098,L,2024-10-25 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN",IL,"PSD,  CDS-PP"
127363,N,Block Vote,Aprovado,304243,CDS-PP,2024-10-25 00:00:00,0," PSD,  CH,  IL,  CDS-PP,  PAN","PS,  BE,  PCP,  L",""
127365,N,Block Vote,Aprovado,284080,CH,2024-10-25 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  CDS-PP,  PAN",L,PCP
127366,N,Block Vote,Aprovado,304230,BE,2024-10-25 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127372,N,Block Vote,Rejeitado,304241,BE,2024-10-25 00:00:00,0," BE,  L,  PAN","PS,  PCP","PSD,  CH,  IL,  CDS-PP"
127373,N,Block Vote,Rejeitado,304253,PAN,2024-10-25 00:00:00,0," BE,  L,  PAN","PS,  IL,  PCP","PSD,  CH,  CDS-PP"
127374,N,Block Vote,Rejeitado,263802,PCP,2024-10-25 00:00:00,0," BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  IL,  CDS-PP"
127375,N,Block Vote,Rejeitado,304247,L,2024-10-25 00:00:00,0," PS,  IL,  BE,  L,  PAN",PCP,"PSD,  CH,  CDS-PP"
127376,N,Block Vote,Rejeitado,304251,PAN,2024-10-25 00:00:00,0," PS,  BE,  L,  PAN","","PSD,  CH,  IL,  PCP,  CDS-PP"
127377,N,Block Vote,Rejeitado,304239,PCP,2024-10-25 00:00:00,0," BE,  PCP,  L,  PAN",PS,"PSD,  CH,  IL,  CDS-PP"
127378,N,Block Vote,Rejeitado,304255,PAN,2024-10-25 00:00:00,0," PS,  BE,  PCP,  L,  PAN","","PSD,  CH,  IL,  CDS-PP"
127379,N,Block Vote,Aprovado,304216,IL,2024-10-25 00:00:00,0," PSD,  PS,  CH,  IL,  L,  CDS-PP,  PAN",BE,PCP
127380,N,Block Vote,Rejeitado,304266,BE,2024-10-25 00:00:00,0," BE,  PCP,  L,  PAN","","PSD,  PS,  CH,  IL,  CDS-PP"
127381,N,Block Vote,Rejeitado,304269,CH,2024-10-25 00:00:00,0, CH,"","PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN"
127382,N,Block Vote,Aprovado,284055,L,2024-10-25 00:00:00,0," PS,  BE,  PCP,  L,  PAN","CH,  IL",PSD
127388,N,Block Vote,Rejeitado,284017,V,2024-10-25 00:00:00,0," PS,  BE,  PCP,  L","","PSD,  CH,  IL,  CDS-PP"
127389,N,Block Vote,Aprovado,284017,V,2024-10-25 00:00:00,0," PSD,  CH,  CDS-PP","","PS,  IL,  BE,  PCP,  L"
127410,N,Block Vote,Aprovado,304233,V,2024-10-31 00:00:00,0," PSD,  CDS-PP",PS,"CH,  IL,  BE,  PCP,  L,  PAN"
127411,N,Block Vote,Aprovado,273900,V,2024-10-31 00:00:00,0," PSD,  CDS-PP","PS,  IL","CH,  BE,  PCP,  L,  PAN"
127416,N,Block Vote,Aprovado,304262,CH,2024-10-31 00:00:00,0," PS,  CH,  BE,  PAN","IL,  PCP,  L","PSD,  CDS-PP"
127417,N,Block Vote,Aprovado,304302,PCP,2024-10-31 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127419,N,Block Vote,Aprovado,284091,L,2024-10-31 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",CH,""
127428,N,Block Vote,Aprovado,283985,CH,2024-10-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  L,  CDS-PP,  PAN","",PCP
127429,N,Block Vote,Aprovado,294107,PSD,2024-10-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  L,  CDS-PP,  PAN","",PCP
127430,N,Block Vote,Aprovado,304185,BE,2024-10-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  L,  CDS-PP,  PAN","",PCP
127431,N,Block Vote,Aprovado,304201,L,2024-10-31 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  L,  CDS-PP,  PAN","",PCP
127436,N,Block Vote,Aprovado,284049,L,2024-09-27 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN",CH,"PSD,  CDS-PP"
127437,N,Block Vote,Rejeitado,284009,BE,2024-09-27 00:00:00,0," CH,  BE,  PCP,  L,  PAN","","PSD,  PS,  IL,  CDS-PP"
127439,N,Block Vote,Aprovado,273900,V,2024-11-29 00:00:00,0," PSD,  CDS-PP","PS,  IL","CH,  BE,  PCP,  L,  PAN"
127440,N,Block Vote,Aprovado,304233,V,2024-11-29 00:00:00,0," PSD,  CDS-PP",PS,"CH,  IL,  BE,  PCP,  L,  PAN"
127499,N,Block Vote,Aprovado,304362,R,2024-12-05 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",CH,""
127502,N,Block Vote,Aprovado,304268,PCP,2024-12-05 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  PAN",CDS-PP,CH
127503,N,Block Vote,Aprovado,304155,IL,2024-12-05 00:00:00,0," PSD,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,PS
127504,N,Block Vote,Aprovado,304155,IL,2024-12-05 00:00:00,0," PSD,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN","",PS
127506,N,Block Vote,Aprovado,304289,PS,2024-12-05 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  PAN",CDS-PP,CH
127507,N,Block Vote,Rejeitado,304351,CH,2024-12-05 00:00:00,0," CH,  IL,  PAN","BE,  L","PSD,  PS,  PCP,  CDS-PP"
127508,N,Split Vote,Rejeitado,304333,BE,2024-12-05 00:00:00,0,"5-PS, BE, L, PAN","PS, IL","PSD, CH, PCP, CDS-PP"
127509,N,Block Vote,Rejeitado,304341,PAN,2024-12-05 00:00:00,0," L,  PAN","","PSD,  PS,  CH,  IL,  BE,  PCP,  CDS-PP"
127510,N,Block Vote,Rejeitado,304352,L,2024-12-05 00:00:00,0," PS,  BE,  L,  PAN","CH,  PCP","PSD,  IL,  CDS-PP"
127514,N,Block Vote,Aprovado,304322,PSD,2024-12-05 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP,  PAN",IL,""
127515,N,Block Vote,Aprovado,304320,PSD,2024-12-05 00:00:00,0," PSD,  PS,  CH,  IL,  BE,  PCP,  CDS-PP,  PAN",L,""
127516,N,Block Vote,Aprovado,284012,V,2024-12-05 00:00:00,0," PSD,  PS,  CH,  IL,  L,  CDS-PP","BE,  PAN",PCP
127517,N,Block Vote,Aprovado,284013,V,2024-12-05 00:00:00,0," PSD,  PS,  CH,  IL,  L,  CDS-PP","BE,  PAN",PCP
127518,N,Block Vote,Rejeitado,304342,PAN,2024-12-05 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PS,  IL","PSD,  CDS-PP"
127519,N,Block Vote,Aprovado,304299,V,2024-12-05 00:00:00,0," PSD,  PS,  IL,  L,  CDS-PP","CH,  BE,  PCP,  PAN",""
127520,N,Block Vote,Aprovado,304299,V,2024-12-05 00:00:00,0," PSD,  PS,  IL,  L,  CDS-PP","CH,  BE,  PCP,  PAN",""
127521,N,Block Vote,Aprovado,304299,V,2024-12-05 00:00:00,0," PSD,  PS,  IL,  L,  CDS-PP","CH,  BE,  PCP,  PAN",""
127523,N,Block Vote,Aprovado,304310,V,2024-12-05 00:00:00,0," PSD,  PS,  CDS-PP","CH,  IL,  L,  PAN","BE,  PCP"
127524,N,Block Vote,Aprovado,304229,BE,2024-12-05 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127525,N,Block Vote,Aprovado,304294,PS,2024-12-05 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127526,N,Block Vote,Aprovado,304273,L,2024-12-05 00:00:00,0," PS,  CH,  IL,  BE,  L,  PAN","PSD,  PCP,  CDS-PP",""
127527,N,Block Vote,Rejeitado,304157,CH,2024-12-05 00:00:00,0, CH,CDS-PP,"PSD,  PS,  IL,  BE,  PCP,  L,  PAN"
127528,N,Block Vote,Aprovado,304262,CH,2024-12-05 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127529,N,Block Vote,Aprovado,304302,PCP,2024-12-05 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127530,N,Block Vote,Aprovado,284037,CH,2024-12-05 00:00:00,0," CH,  BE,  PAN","PSD,  PS,  IL,  PCP,  L,  CDS-PP",""
127561,N,Block Vote,Aprovado,304312,V,2024-12-12 00:00:00,0," PSD,  CDS-PP","PS,  BE,  L,  PAN","CH,  IL,  PCP"
127569,N,Block Vote,Aprovado,304350,PCP,2024-12-12 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","","PSD,  IL,  CDS-PP"
127570,N,Block Vote,Aprovado,304355,L,2024-12-12 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN",IL,"PSD,  CDS-PP"
127572,N,Block Vote,Aprovado,304349,CDS-PP,2024-12-12 00:00:00,0," PSD,  PS,  CH,  IL,  L,  CDS-PP,  PAN","BE,  PCP",""
127573,N,Block Vote,Aprovado,304356,L,2024-12-12 00:00:00,0," PS,  IL,  L,  PAN","PSD,  CH,  BE,  PCP,  CDS-PP",""
127574,N,Block Vote,Aprovado,294099,"PSD, CDS-PP",2024-12-12 00:00:00,0," PSD,  CH,  CDS-PP,  PAN","IL,  PCP","PS,  BE,  L"
127587,N,Block Vote,Aprovado,304298,PS,2024-12-12 00:00:00,0," PS,  BE,  PCP,  L,  PAN",CH,"PSD,  IL,  CDS-PP"
127588,N,Block Vote,Aprovado,304373,PCP,2024-12-12 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127589,N,Block Vote,Rejeitado,263644,PAN,2024-12-12 00:00:00,0," PS,  BE,  L,  PAN","IL,  PCP","PSD,  CH,  CDS-PP"
127594,N,Block Vote,Aprovado,304348,CDS-PP,2024-12-12 00:00:00,0," PSD,  CH,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",PS,""
127595,N,Block Vote,Rejeitado,294133,PS,2024-12-12 00:00:00,0, PS,"IL,  BE,  L,  PAN","PSD,  CH,  PCP,  CDS-PP"
127596,N,Block Vote,Aprovado,294112,CDS-PP,2024-12-12 00:00:00,0," PSD,  CH,  IL,  CDS-PP","PS,  PAN","BE,  PCP,  L"
127597,N,Block Vote,Rejeitado,304330,PCP,2024-12-12 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH","PSD,  IL,  CDS-PP"
127598,N,Block Vote,Rejeitado,304334,CH,2024-12-12 00:00:00,0," CH,  PAN","PS,  BE,  L","PSD,  IL,  PCP,  CDS-PP"
127599,N,Block Vote,Rejeitado,263498,BE,2024-12-12 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH","PSD,  IL,  CDS-PP"
127600,N,Block Vote,Rejeitado,304354,L,2024-12-12 00:00:00,0," BE,  PCP,  L,  PAN","PS,  CH","PSD,  IL,  CDS-PP"
127601,N,Block Vote,Aprovado,283982,CH,2024-12-12 00:00:00,0," PSD,  PS,  CH,  BE,  CDS-PP,  PAN","IL,  PCP,  L",""
127602,N,Block Vote,Aprovado,304331,PS,2024-12-12 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127603,N,Block Vote,Rejeitado,304339,BE,2024-12-12 00:00:00,0," CH,  BE,  PCP,  L,  PAN",PS,"PSD,  IL,  CDS-PP"
127628,N,Block Vote,Rejeitado,314421,L,2024-12-18 00:00:00,0," IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP","PS,  CH"
127629,N,Block Vote,Aprovado,314423,IL,2024-12-18 00:00:00,0," IL,  BE,  PCP,  L,  PAN","PSD,  PS,  CH,  CDS-PP",""
127635,N,Block Vote,Rejeitado,304390,BE,2024-12-18 00:00:00,0," IL,  BE,  PCP,  L,  PAN","PS,  CH","PSD,  CDS-PP"
127637,N,Block Vote,Rejeitado,314417,CH,2024-12-18 00:00:00,0," CH,  PAN","PSD,  IL,  BE,  PCP,  L,  CDS-PP",PS
127638,N,Block Vote,Aprovado,314420,L,2024-12-18 00:00:00,0," BE,  PCP,  L,  PAN","PSD,  PS,  CH,  IL,  CDS-PP",""
127639,N,Block Vote,Aprovado,304385,CDS-PP,2024-12-18 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",CH,""
127640,N,Block Vote,Aprovado,304391,BE,2024-12-18 00:00:00,0," CH,  IL,  BE,  PCP,  L,  PAN","PSD,  PS,  CDS-PP",""
127641,N,Block Vote,Rejeitado,314412,PCP,2024-12-18 00:00:00,0," PS,  BE,  PCP,  L,  PAN",IL,"PSD,  CH,  CDS-PP"
127646,N,Block Vote,Aprovado,304367,CH,2024-12-19 00:00:00,0," PSD,  CH,  CDS-PP","","PS,  IL,  BE,  PCP,  L"
127647,Y,Block Vote,Aprovado,314401,CH,2024-12-19 00:00:00, PAN,unanime,"",""
127648,N,Block Vote,Aprovado,314402,CH,2024-12-19 00:00:00,0," PSD,  CH,  CDS-PP","","PS,  IL,  BE,  PCP,  L"
127649,N,Block Vote,Aprovado,314399,CH,2024-12-19 00:00:00,0," PSD,  PS,  CH,  IL,  CDS-PP","","BE,  PCP,  L"
127650,N,Block Vote,Aprovado,314400,CH,2024-12-19 00:00:00,0," PSD,  PS,  CH,  IL,  CDS-PP","","BE,  PCP,  L"
127652,N,Block Vote,Aprovado,314413,"PSD, CDS-PP",2024-12-19 00:00:00,0," PSD,  CH,  CDS-PP","","PS,  IL,  BE,  PCP,  L"
127653,N,Block Vote,Aprovado,314426,CH,2024-12-19 00:00:00,0," PSD,  CH,  IL,  CDS-PP","","PS,  BE,  PCP,  L"
127654,N,Block Vote,Aprovado,314418,PS,2024-12-19 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP","",CH
127655,N,Block Vote,Aprovado,314425,IL,2024-12-19 00:00:00,0," PS,  IL","PSD,  CDS-PP","CH,  BE,  PCP,  L"
127656,N,Block Vote,Aprovado,263726,PS,2024-12-20 00:00:00,0," PS,  BE,  PCP,  L",CH,"PSD,  IL,  CDS-PP"
127662,Y,Block Vote,Aprovado,314433,R,2024-12-20 00:00:00, PAN,unanime,"",""
127663,Y,Block Vote,Aprovado,273968,A,2024-12-20 00:00:00, PAN,unanime,"",""
127664,N,Block Vote,Aprovado,304223,V,2024-12-20 00:00:00,0," PSD,  PS,  CH,  IL,  L,  CDS-PP","BE,  PCP",""
127665,N,Block Vote,Aprovado,304154,L,2024-12-20 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127666,N,Block Vote,Aprovado,263836,PS,2024-12-20 00:00:00,0," PSD,  PS,  IL,  L,  CDS-PP","CH,  BE,  PCP",""
127667,N,Block Vote,Aprovado,304268,PCP,2024-12-20 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  PAN",CDS-PP,CH
127668,N,Block Vote,Rejeitado,304383,PCP,2024-12-20 00:00:00,0," BE,  PCP","CH,  IL,  L","PSD,  PS,  CDS-PP"
127669,N,Block Vote,Aprovado,304289,PS,2024-12-20 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  PAN",CDS-PP,CH
127670,N,Block Vote,Rejeitado,304384,PCP,2024-12-20 00:00:00,0," BE,  PCP,  L","CH,  IL","PSD,  PS,  CDS-PP"
127671,N,Block Vote,Aprovado,304310,V,2024-12-20 00:00:00,0," PSD,  PS,  CDS-PP","CH,  IL,  L,  PAN","BE,  PCP"
127676,N,Block Vote,Aprovado,304392,BE,2024-12-20 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP","",CH
127678,N,Block Vote,Aprovado,263834,PS,2024-12-20 00:00:00,0," PSD,  PS,  CH,  BE,  PCP,  L,  CDS-PP",IL,""
127680,N,Block Vote,Rejeitado,273892,CH,2024-12-20 00:00:00,0," CH,  IL,  BE","PCP,  L","PSD,  PS,  CDS-PP"
127681,N,Block Vote,Aprovado,304204,L,2024-12-20 00:00:00,0," PS,  BE,  L,  PAN","PSD,  IL,  PCP,  CDS-PP",CH
127682,N,Block Vote,Rejeitado,304389,L,2024-12-20 00:00:00,0," BE,  L","IL,  PCP","PSD,  PS,  CH,  CDS-PP"
127684,N,Block Vote,Aprovado,263887,BE,2024-12-20 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN","PSD,  CH,  CDS-PP",""
127685,N,Block Vote,Rejeitado,304382,PAN,2024-12-20 00:00:00,0," BE,  PCP,  L",PS,"PSD,  CH,  IL,  CDS-PP"
127686,N,Block Vote,Aprovado,263890,PS,2024-12-20 00:00:00,0," PS,  IL,  BE,  PCP,  L,  PAN","PSD,  CH,  CDS-PP",""
127687,N,Block Vote,Rejeitado,314392,CH,2024-12-20 00:00:00,0, CH,CDS-PP,"PSD,  PS,  IL,  BE,  PCP,  L"
127689,N,Block Vote,Aprovado,263868,CH,2024-12-20 00:00:00,0," CH,  PAN","PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP",""
127690,N,Block Vote,Aprovado,263869,CH,2024-12-20 00:00:00,0," CH,  IL,  BE,  PAN","PSD,  PS,  PCP,  L,  CDS-PP",""
127691,N,Block Vote,Rejeitado,304386,L,2024-12-20 00:00:00,0," BE,  PCP,  L","PS,  CH","PSD,  IL,  CDS-PP"
127692,N,Block Vote,Aprovado,273914,PCP,2024-12-20 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PSD,  PS,  IL,  CDS-PP",""
127693,N,Block Vote,Rejeitado,314393,CH,2024-12-20 00:00:00,0," CH,  IL","BE,  PCP,  L","PSD,  PS,  CDS-PP"
127694,N,Block Vote,Aprovado,273973,BE,2024-12-20 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127695,N,Block Vote,Aprovado,314405,V,2024-12-20 00:00:00,0," PSD,  PS,  BE,  L,  CDS-PP","CH,  IL",PCP
127696,N,Block Vote,Aprovado,283995,CH,2024-12-20 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","PSD,  CDS-PP",""
127697,N,Block Vote,Rejeitado,263679,BE,2024-12-20 00:00:00,0," PS,  BE,  L","IL,  PCP","PSD,  CH,  CDS-PP"
127698,N,Block Vote,Rejeitado,273962,L,2024-12-20 00:00:00,0," BE,  PCP,  L","PS,  CH,  IL","PSD,  CDS-PP"
127699,N,Block Vote,Aprovado,304388,L,2024-12-20 00:00:00,0," PS,  IL,  BE,  PCP,  L",CH,"PSD,  CDS-PP"
127702,N,Block Vote,Aprovado,304229,BE,2024-12-20 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127705,N,Block Vote,Aprovado,304294,PS,2024-12-20 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",""
127716,N,Block Vote,Aprovado,304275,PCP,2024-12-20 00:00:00,0," PSD,  CH,  IL,  CDS-PP","","PS,  BE,  PCP,  L"
127717,N,Block Vote,Aprovado,304145,PS,2024-12-20 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L","PSD,  CDS-PP",""
127718,N,Block Vote,Aprovado,304270,CH,2024-12-20 00:00:00,0," PS,  CH,  IL,  BE,  PAN","PSD,  PCP,  L,  CDS-PP",""
127719,N,Block Vote,Rejeitado,273934,PAN,2024-12-20 00:00:00,0," PS,  L,  PAN","BE,  PCP","PSD,  CH,  IL,  CDS-PP"
127720,N,Block Vote,Aprovado,304287,CH,2024-12-20 00:00:00,0," PSD,  CH,  BE,  CDS-PP,  PAN","","PS,  IL,  PCP,  L"
127721,N,Block Vote,Rejeitado,304326,BE,2024-12-20 00:00:00,0," CH,  BE,  PCP,  L,  PAN",PS,"PSD,  IL,  CDS-PP"
127740,N,Block Vote,Aprovado,304274,PSD,2024-12-20 00:00:00,0," PSD,  CH,  IL,  CDS-PP","","PS,  BE,  PCP,  L"
127755,N,Block Vote,Aprovado,314461,R,2025-01-07 00:00:00,0," PSD,  PS,  IL,  BE,  PCP,  L,  CDS-PP,  PAN",CH,""
127831,N,Block Vote,Rejeitado,314467,PCP,2025-01-10 00:00:00,0," PS,  IL,  BE,  PCP,  L",PAN,"PSD,  CH,  CDS-PP"
127832,N,Split Vote,Rejeitado,314469,PAN,2025-01-10 00:00:00,0,"PS, 4-IL, BE, PCP, L, PAN",1-IL,"PSD, CH, 3-IL, CDS-PP"
127833,N,Block Vote,Rejeitado,314472,CDS-PP,2025-01-10 00:00:00,0," CH,  CDS-PP","","PSD,  PS,  IL,  BE,  PCP,  L,  PAN"
127835,N,Split Vote,Rejeitado,314476,L,2025-01-10 00:00:00,0,"8-PS, 3-IL, BE, PCP, L","PS, 1-IL, PAN","PSD, CH, 4-IL, CDS-PP"
127836,N,Block Vote,Rejeitado,314480,CH,2025-01-10 00:00:00,0," CH,  CDS-PP","","PSD,  PS,  IL,  BE,  PCP,  L,  PAN"
127837,N,Split Vote,Rejeitado,314466,PCP,2025-01-10 00:00:00,0,"PS, 4-IL, BE, PCP, L, PAN",1-IL,"PSD, CH, 3-IL, CDS-PP"
127838,N,Split Vote,Rejeitado,314473,L,2025-01-10 00:00:00,0,"4-IL, BE, PCP, L, PAN",4-IL,"PSD, PS, CH, CDS-PP"
127839,N,Split Vote,Rejeitado,314479,CH,2025-01-10 00:00:00,0,"CH, CDS-PP","3-IL, PAN","PSD, PS, 5-IL, BE, PCP, L"
127840,N,Block Vote,Aprovado,294141,PS,2025-01-10 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127841,N,Block Vote,Aprovado,294142,PS,2025-01-10 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127842,N,Block Vote,Aprovado,304139,PCP,2025-01-10 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN","","PSD,  CDS-PP"
127843,N,Block Vote,Aprovado,284096,CH,2025-01-10 00:00:00,0," PSD,  CH,  CDS-PP,  PAN","PS,  IL,  BE,  PCP,  L",""
127844,N,Block Vote,Aprovado,304303,CH,2025-01-10 00:00:00,0," CH,  IL,  PAN","PSD,  PS,  BE,  L,  CDS-PP",PCP
127845,N,Block Vote,Rejeitado,304315,BE,2025-01-10 00:00:00,0," CH,  IL,  BE,  L,  PAN",PS,"PSD,  PCP,  CDS-PP"
127846,N,Block Vote,Aprovado,304317,IL,2025-01-10 00:00:00,0," CH,  IL,  BE,  L,  PAN","PSD,  PS,  CDS-PP",PCP
127847,N,Block Vote,Rejeitado,314398,PCP,2025-01-10 00:00:00,0, PCP,"PS,  BE,  L","PSD,  CH,  IL,  CDS-PP,  PAN"
127848,N,Block Vote,Rejeitado,304328,IL,2025-01-10 00:00:00,0," CH,  IL,  L,  PAN","PS,  BE,  CDS-PP","PSD,  PCP"
127937,N,Block Vote,Aprovado,304237,V,2025-01-17 00:00:00,0," PSD,  PS,  CH,  IL,  L,  CDS-PP,  PAN",BE,PCP
127941,N,Block Vote,Rejeitado,314477,L,2025-01-17 00:00:00,0," BE,  PCP,  L,  PAN",PS,"PSD,  CH,  IL,  CDS-PP"
127942,N,Block Vote,Aprovado,314442,PAN,2025-01-17 00:00:00,0," PS,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",CH
127943,N,Block Vote,Aprovado,314463,CDS-PP,2025-01-17 00:00:00,0," PSD,  L,  CDS-PP,  PAN","PS,  IL,  BE","CH,  PCP"
127944,N,Block Vote,Aprovado,314464,BE,2025-01-17 00:00:00,0," PS,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",CH
127945,N,Block Vote,Aprovado,314474,L,2025-01-17 00:00:00,0," PS,  BE,  PCP,  L,  PAN","PSD,  IL,  CDS-PP",CH
127946,N,Block Vote,Aprovado,314478,CH,2025-01-17 00:00:00,0," PSD,  CH,  IL,  CDS-PP,  PAN","BE,  PCP,  L",PS
127947,N,Block Vote,Aprovado,304196,CDS-PP,2025-01-17 00:00:00,0," PSD,  CH,  IL,  CDS-PP,  PAN","","PS,  BE,  PCP,  L"
127950,N,Block Vote,Aprovado,304153,PCP,2025-01-17 00:00:00,0," CH,  BE,  PCP,  L,  PAN","PSD,  PS,  IL,  CDS-PP",""
127977,N,Block Vote,Aprovado,284014,V,2025-01-24 00:00:00,0," PSD,  PS,  IL,  CDS-PP","CH,  BE,  L,  Miguel Arruda (Ninsc)","PCP,  PAN"
127978,N,Block Vote,Aprovado,284014,V,2025-01-24 00:00:00,0," PSD,  PS,  IL,  CDS-PP","CH,  BE,  L,  Miguel Arruda (Ninsc)","PCP,  PAN"
127979,N,Block Vote,Aprovado,284014,V,2025-01-24 00:00:00,0," PSD,  PS,  IL,  CDS-PP","CH,  BE,  L,  Miguel Arruda (Ninsc)","PCP,  PAN"
127984,N,Block Vote,Aprovado,314505,BE,2025-01-24 00:00:00,0," PS,  CH,  IL,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","PSD,  CDS-PP",""
127985,N,Block Vote,Aprovado,314508,PAN,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","","PSD,  IL,  CDS-PP"
127988,N,Block Vote,Aprovado,314535,L,2025-01-24 00:00:00,0," PS,  CH,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","","PSD,  IL,  CDS-PP"
127989,N,Block Vote,Rejeitado,314500,BE,2025-01-24 00:00:00,0," CH,  BE,  PCP,  L,  PAN,  Miguel Arruda (Ninsc)","","PSD,  PS,  IL,  CDS-PP"
