IniciativasXVI (2).Custom.1,IniAutorOutros.sigla,IniciativasXVI (2).IniciativasXVI (3) more than once.Custom,IniEventos.DataFase,IniId,IniDescTipo,VotadaOuNao
PCP,G,Solo,2025-02-07,314736,Projeto de Resolução,Não Votada
PCP,G,Solo,2025-02-07,314738,Projeto de Resolução,Votada
PCP,G,Solo,2025-02-21,314855,Projeto de Resolução,Não Votada
PCP,G,Solo,2025-02-21,314860,Projeto de Resolução,Votada
PCP,G,Solo,2025-02-21,314861,Projeto de Lei,Não Votada
PCP,G,Solo,2025-02-21,314862,Projeto de Resolução,Votada
PCP,G,Solo,2025-02-21,314864,Projeto de Lei,Votada
PCP,G,Solo,2025-02-21,314865,Projeto de Resolução,Votada
PCP,G,Solo,2025-02-21,314876,Projeto de Lei,Votada
PCP,G,Solo,2025-02-25,314895,Projeto de Resolução,Não Votada
PCP,G,Solo,2025-02-25,314896,Projeto de Resolução,Não Votada
PCP,G,Solo,2025-02-25,314897,Projeto de Lei,Não Votada
PCP,G,Solo,2025-02-25,314898,Projeto de Lei,Não Votada
PCP,G,Solo,2025-02-25,314899,Projeto de Lei,Não Votada
PCP,G,Solo,2025-02-25,314900,Projeto de Lei,Não Votada
PCP,G,Solo,2025-02-25,314901,Projeto de Lei,Não Votada
PCP,G,Solo,2025-02-27,314910,Projeto de Resolução,Votada
PCP,G,Solo,2025-02-28,314913,Projeto de Resolução,Não Votada
PCP,G,Solo,2025-02-28,314914,Projeto de Resolução,Não Votada
PCP,G,Solo,2025-02-28,314928,Projeto de Lei,Não Votada
PCP,G,Solo,2025-03-06,314955,Projeto de Lei,Não Votada
PCP,G,Solo,2025-03-06,314956,Projeto de Lei,Não Votada
PCP,G,Solo,2025-03-07,314963,Projeto de Lei,Não Votada
PCP,G,Solo,2025-03-07,314964,Projeto de Resolução,Não Votada
PCP,G,Solo,2025-03-07,314965,Projeto de Resolução,Não Votada
PCP,G,Solo,2025-03-11,314997,Projeto de Resolução,Não Votada
PCP,G,Solo,2025-03-11,314998,Projeto de Lei,Não Votada
PCP,G,Solo,2025-03-11,314999,Projeto de Lei,Não Votada
PCP,G,Solo,2025-03-11,315000,Projeto de Lei,Não Votada
PCP,G,Solo,2025-03-11,315001,Projeto de Resolução,Não Votada
PCP,G,Solo,2025-03-11,315002,Projeto de Lei,Não Votada
PS,G,Solo,2024-04-15,263588,Projeto de Resolução,Não Votada
PS,G,Solo,2024-04-22,263610,Projeto de Lei,Votada
PS,G,Solo,2024-04-22,263613,Projeto de Lei,Votada
PS,G,Solo,2024-04-26,263636,Projeto de Resolução,Votada
PS,G,Solo,2024-05-03,263653,Projeto de Lei,Votada
PS,G,Solo,2024-05-09,263708,Projeto de Lei,Não Votada
PS,G,Solo,2024-05-13,263726,Projeto de Lei,Votada
PS,G,Solo,2024-05-14,263729,Projeto de Lei,Votada
PS,G,Solo,2024-06-13,263834,Projeto de Resolução,Votada
PS,G,Solo,2024-06-13,263835,Projeto de Resolução,Votada
PS,G,Solo,2024-06-13,263836,Projeto de Lei,Votada
PS,G,Solo,2024-06-13,263837,Projeto de Lei,Não Votada
PS,G,Solo,2024-06-14,263838,Projeto de Resolução,Votada
PS,G,Solo,2024-06-14,263839,Projeto de Resolução,Votada
PS,G,Solo,2024-06-19,263855,Apreciação Parlamentar,Não Votada
PS,G,Solo,2024-06-23,263866,Projeto de Resolução,Votada
PS,G,Solo,2024-06-28,263890,Projeto de Resolução,Votada
PS,G,Solo,2024-07-01,273895,Projeto de Resolução,Votada
PS,G,Solo,2024-07-01,273896,Projeto de Resolução,Votada
PS,G,Solo,2024-07-01,273898,Projeto de Resolução,Votada
PS,G,Solo,2024-07-03,273902,Projeto de Resolução,Votada
PS,G,Solo,2024-07-03,273903,Projeto de Lei,Não Votada
PS,G,Solo,2024-07-03,273904,Projeto de Lei,Votada
PS,G,Solo,2024-07-07,273909,Projeto de Resolução,Não Votada
PS,G,Solo,2024-09-13,284044,Projeto de Lei,Não Votada
PS,G,Solo,2024-09-13,284072,Projeto de Resolução,Votada
PS,G,Solo,2024-09-16,284077,Projeto de Resolução,Votada
PS,G,Solo,2024-09-17,284079,Projeto de Resolução,Não Votada
PS,G,Solo,2024-09-27,294119,Projeto de Resolução,Votada
PS,G,Solo,2024-09-27,294120,Projeto de Resolução,Não Votada
PS,G,Solo,2024-09-27,294123,Projeto de Resolução,Não Votada
PS,G,Solo,2024-09-27,294124,Projeto de Resolução,Não Votada
PS,G,Solo,2024-09-27,294125,Projeto de Resolução,Votada
PS,G,Solo,2024-09-27,294133,Projeto de Lei,Votada
PS,G,Solo,2024-09-27,294141,Projeto de Resolução,Votada
PS,G,Solo,2024-09-27,294142,Projeto de Resolução,Votada
PS,G,Solo,2024-09-27,294144,Projeto de Lei,Não Votada
PS,G,Solo,2024-09-27,294145,Projeto de Lei,Não Votada
PS,G,Solo,2024-09-27,294146,Projeto de Lei,Não Votada
PS,G,Solo,2024-09-27,294147,Projeto de Lei,Votada
PS,G,Solo,2024-09-30,304140,Projeto de Lei,Não Votada
PS,G,Solo,2024-10-01,304145,Projeto de Resolução,Votada
PS,G,Solo,2024-10-01,304146,Projeto de Resolução,Votada
PS,G,Solo,2024-10-01,304150,Projeto de Lei,Não Votada
PS,G,Solo,2024-10-02,304174,Projeto de Resolução,Não Votada
PS,G,Solo,2024-10-02,304175,Projeto de Resolução,Não Votada
PS,G,Solo,2024-10-02,304177,Projeto de Resolução,Não Votada
PS,G,Solo,2024-10-04,304209,Projeto de Resolução,Não Votada
PS,G,Solo,2024-10-04,304210,Projeto de Resolução,Não Votada
PS,G,Solo,2024-10-08,304221,Apreciação Parlamentar,Não Votada
PS,G,Solo,2024-10-10,304234,Projeto de Lei,Votada
PS,G,Solo,2024-10-15,304261,Projeto de Resolução,Não Votada
PS,G,Solo,2024-10-22,304289,Projeto de Resolução,Votada
PS,G,Solo,2024-10-24,304294,Projeto de Resolução,Votada
PS,G,Solo,2024-10-25,304296,Apreciação Parlamentar,Não Votada
PS,G,Solo,2024-10-27,304298,Projeto de Resolução,Votada
PS,G,Solo,2024-10-27,304300,Projeto de Resolução,Não Votada
PS,G,Solo,2024-11-04,304311,Projeto de Resolução,Votada
PS,G,Solo,2024-11-22,304331,Projeto de Resolução,Votada
PS,G,Solo,2024-11-22,304357,Apreciação Parlamentar,Não Votada
PS,G,Solo,2024-11-29,304363,Projeto de Resolução,Votada
PS,G,Solo,2024-12-02,304364,Projeto de Lei,Não Votada
PS,G,Solo,2024-12-02,304365,Projeto de Lei,Não Votada
PS,G,Solo,2024-12-12,314408,Projeto de Resolução,Não Votada
PS,G,Solo,2024-12-13,314418,Projeto de Resolução,Votada
PS,G,Solo,2024-12-13,314419,Projeto de Resolução,Votada
PS,G,Solo,2024-12-17,314430,Projeto de Resolução,Votada
PS,G,Solo,2025-01-02,314457,Apreciação Parlamentar,Não Votada
PS,G,Solo,2025-01-05,314481,Projeto de Lei,Não Votada
PS,G,Solo,2025-01-06,314482,Projeto de Resolução,Votada
PS,G,Solo,2025-01-06,314483,Projeto de Lei,Não Votada
PS,G,Solo,2025-01-10,314522,Projeto de Lei,Votada
PS,G,Solo,2025-01-10,314527,Projeto de Resolução,Votada
PS,G,Solo,2025-01-10,314528,Projeto de Resolução,Votada
PS,G,Solo,2025-01-10,314531,Projeto de Resolução,Votada
PS,G,Solo,2025-01-10,314534,Projeto de Resolução,Votada
PS,G,Solo,2025-01-13,314563,Projeto de Resolução,Votada
PS,G,Solo,2025-01-17,314580,Projeto de Resolução,Votada
PS,G,Solo,2025-01-17,314582,Projeto de Resolução,Votada
PS,G,Solo,2025-01-17,314596,Projeto de Lei,Votada
PS,G,Solo,2025-01-20,314604,Projeto de Resolução,Não Votada
PS,G,Solo,2025-01-22,314611,Projeto de Resolução,Votada
PS,G,Solo,2025-01-23,314614,Projeto de Resolução,Votada
PS,G,Solo,2025-01-26,314651,Projeto de Resolução,Votada
PS,G,Solo,2025-01-27,314660,Projeto de Resolução,Votada
PS,G,Solo,2025-02-02,314688,Projeto de Resolução,Votada
PS,G,Solo,2025-02-04,314699,Projeto de Resolução,Não Votada
PS,G,Solo,2025-02-07,314786,Projeto de Resolução,Votada
PS,G,Solo,2025-02-07,314787,Projeto de Lei,Votada
PS,G,Solo,2025-02-07,314788,Projeto de Lei,Votada
PS,G,Solo,2025-02-10,314789,Projeto de Lei,Votada
PS,G,Solo,2025-02-11,314810,Projeto de Resolução,Votada
PS,G,Solo,2025-02-11,314811,Projeto de Resolução,Não Votada
PS,G,Solo,2025-02-11,314815,Projeto de Resolução,Votada
PS,G,Solo,2025-02-11,314817,Projeto de Lei,Não Votada
PS,G,Solo,2025-02-19,314847,Projeto de Resolução,Não Votada
PS,G,Solo,2025-02-20,314849,Projeto de Resolução,Não Votada
PS,G,Solo,2025-02-27,314909,Projeto de Resolução,Não Votada
PS,G,Solo,2025-02-28,314920,Projeto de Resolução,Não Votada
PS,G,Solo,2025-02-28,314924,Projeto de Lei,Não Votada
PS,G,Solo,2025-02-28,314927,Projeto de Lei,Não Votada
PS,G,Solo,2025-03-02,314929,Projeto de Resolução,Não Votada
PS,G,Solo,2025-03-02,314931,Projeto de Resolução,Não Votada
PS,G,Solo,2025-03-02,314932,Projeto de Resolução,Votada
PS,G,Solo,2025-03-04,314946,Projeto de Resolução,Não Votada
PS,G,Solo,2025-03-04,314947,Projeto de Lei,Não Votada
PS,G,Solo,2025-03-10,314981,Inquérito Parlamentar,Não Votada
PS,G,Solo,2025-03-13,315022,Projeto de Lei,Não Votada
PS,G,Solo,2025-03-13,315023,Projeto de Lei,Não Votada
PS,G,Solo,2025-03-13,315024,Projeto de Lei,Não Votada
PS,G,Solo,2025-03-13,315025,Projeto de Lei,Não Votada
"PS, L",G,Iniciativa Cojunta,2025-02-28,314926,Projeto de Resolução,Votada
PSD,G,Solo,2024-04-12,263567,Projeto de Resolução,Votada
PSD,G,Solo,2024-04-29,263640,Projeto de Resolução,Votada
PSD,G,Solo,2024-05-02,263646,Projeto de Resolução,Votada
PSD,G,Solo,2024-05-07,263665,Projeto de Resolução,Não Votada
PSD,G,Solo,2024-05-29,263785,Projeto de Resolução,Votada
PSD,G,Solo,2024-06-19,263852,Projeto de Resolução,Votada
PSD,G,Solo,2024-06-19,263854,Projeto de Lei,Não Votada
PSD,G,Solo,2024-06-20,263857,Projeto de Resolução,Não Votada
PSD,G,Solo,2024-07-03,273901,Projeto de Resolução,Votada
PSD,G,Solo,2024-07-08,273911,Projeto de Resolução,Não Votada
PSD,G,Solo,2024-07-10,273917,Projeto de Lei,Votada
PSD,G,Solo,2024-07-10,273918,Projeto de Resolução,Votada
PSD,G,Solo,2024-07-17,273950,Projeto de Resolução,Não Votada
PSD,G,Solo,2024-09-24,294107,Projeto de Resolução,Votada
PSD,G,Solo,2024-10-04,304179,Projeto de Resolução,Votada
PSD,G,Solo,2024-10-17,304272,Projeto de Resolução,Votada
PSD,G,Solo,2024-10-18,304274,Projeto de Resolução,Votada
PSD,G,Solo,2024-10-21,304279,Projeto de Resolução,Votada
PSD,G,Solo,2024-11-12,304320,Projeto de Lei,Votada
PSD,G,Solo,2024-11-12,304322,Projeto de Lei,Votada
PSD,G,Solo,2024-11-12,304323,Projeto de Resolução,Votada
PSD,G,Solo,2024-11-12,304324,Projeto de Resolução,Não Votada
PSD,G,Solo,2024-11-12,304325,Projeto de Resolução,Votada
PSD,G,Solo,2024-12-04,304375,Projeto de Resolução,Votada
PSD,G,Solo,2024-12-05,304380,Projeto de Lei,Não Votada
PSD,G,Solo,2024-12-10,314404,Projeto de Resolução,Não Votada
PSD,G,Solo,2024-12-11,314406,Projeto de Resolução,Votada
PSD,G,Solo,2024-12-12,314414,Projeto de Resolução,Não Votada
PSD,G,Solo,2024-12-12,314415,Projeto de Resolução,Não Votada
PSD,G,Solo,2024-12-16,314427,Projeto de Resolução,Votada
PSD,G,Solo,2025-01-09,314489,Projeto de Lei,Não Votada
PSD,G,Solo,2025-01-10,314492,Projeto de Resolução,Votada
PSD,G,Solo,2025-01-10,314495,Projeto de Lei,Votada
PSD,G,Solo,2025-01-10,314544,Projeto de Lei,Não Votada
PSD,G,Solo,2025-01-22,314610,Projeto de Lei,Votada
PSD,G,Solo,2025-01-28,314664,Projeto de Resolução,Votada
PSD,G,Solo,2025-01-28,314665,Projeto de Resolução,Não Votada
PSD,G,Solo,2025-01-28,314666,Projeto de Resolução,Votada
PSD,G,Solo,2025-01-28,314667,Projeto de Resolução,Não Votada
PSD,G,Solo,2025-01-28,314668,Projeto de Resolução,Não Votada
PSD,G,Solo,2025-01-28,314669,Projeto de Resolução,Não Votada
PSD,G,Solo,2025-02-05,314715,Projeto de Resolução,Não Votada
PSD,G,Solo,2025-02-07,314735,Projeto de Resolução,Votada
PSD,G,Solo,2025-02-07,314742,Projeto de Resolução,Votada
PSD,G,Solo,2025-02-07,314785,Projeto de Lei,Votada
PSD,G,Solo,2025-02-12,314825,Projeto de Resolução,Não Votada
PSD,G,Solo,2025-02-18,314839,Projeto de Resolução,Votada
PSD,G,Solo,2025-02-21,314854,Projeto de Resolução,Não Votada
PSD,G,Solo,2025-03-12,315005,Projeto de Resolução,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-04-26,263631,Projeto de Resolução,Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-05-03,263658,Projeto de Resolução,Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-05-08,263674,Projeto de Resolução,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-05-17,263749,Projeto de Lei,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-05-17,263750,Projeto de Lei,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-06-20,263859,Projeto de Resolução,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-09-24,294099,Projeto de Resolução,Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-09-26,294117,Projeto de Lei,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-09-26,294118,Projeto de Lei,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-10-09,304227,Projeto de Lei,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-10-09,304228,Projeto de Lei,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2024-12-12,314413,Projeto de Lei,Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2025-02-07,314776,Projeto de Resolução,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2025-02-21,314852,Projeto de Resolução,Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2025-02-21,314859,Projeto de Lei,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2025-02-25,314902,Projeto de Lei,Não Votada
"PSD, CDS-PP",G,Iniciativa Cojunta,2025-02-27,314907,Projeto de Resolução,Não Votada
"PSD, PS, CH, IL, BE, PCP, L, CDS-PP",G,Iniciativa Cojunta,2024-03-26,263482,Projeto de Resolução,Não Votada
"PSD, PS, CH, IL, BE, PCP, L, CDS-PP",G,Iniciativa Cojunta,2024-05-24,263770,Projeto de Lei,Votada
R,R,Solo,2024-04-05,263544,Projeto de Resolução,Não Votada
R,R,Solo,2024-04-12,263563,Projeto de Deliberação,Não Votada
R,R,Solo,2024-04-12,263564,Projeto de Resolução,Não Votada
R,R,Solo,2024-04-17,263597,Projeto de Deliberação,Não Votada
R,R,Solo,2024-04-24,263617,Projeto de Resolução,Votada
R,R,Solo,2024-06-05,263821,Projeto de Deliberação,Não Votada
R,R,Solo,2024-06-06,263819,Projeto de Resolução,Não Votada
R,R,Solo,2024-06-07,263829,Projeto de Deliberação,Não Votada
R,R,Solo,2024-06-18,263849,Projeto de Resolução,Não Votada
R,R,Solo,2024-06-25,263873,Projeto de Resolução,Votada
R,R,Solo,2024-07-05,273908,Projeto de Resolução,Votada
R,R,Solo,2024-07-11,273923,Projeto de Resolução,Votada
R,R,Solo,2024-07-12,273939,Projeto de Resolução,Votada
R,R,Solo,2024-07-18,273956,Projeto de Deliberação,Votada
R,R,Solo,2024-07-23,273961,Projeto de Deliberação,Não Votada
R,R,Solo,2024-08-06,283992,Projeto de Resolução,Votada
R,R,Solo,2024-08-08,283993,Projeto de Resolução,Não Votada
R,R,Solo,2024-08-28,284002,Projeto de Resolução,Votada
R,R,Solo,2024-09-10,284023,Projeto de Resolução,Não Votada
R,R,Solo,2024-09-11,284025,Projeto de Deliberação,Votada
R,R,Solo,2024-09-17,284085,Projeto de Deliberação,Votada
R,R,Solo,2024-10-01,304151,Projeto de Resolução,Votada
R,R,Solo,2024-10-01,304152,Projeto de Resolução,Votada
R,R,Solo,2024-10-14,304258,Projeto de Deliberação,Votada
R,R,Solo,2024-10-14,304259,Projeto de Resolução,Não Votada
R,R,Solo,2024-10-14,304260,Projeto de Deliberação,Não Votada
R,R,Solo,2024-10-23,304291,Projeto de Resolução,Não Votada
R,R,Solo,2024-10-24,304292,Projeto de Resolução,Não Votada
R,R,Solo,2024-10-29,304304,Projeto de Resolução,Não Votada
R,R,Solo,2024-11-14,304327,Projeto de Deliberação,Não Votada
R,R,Solo,2024-11-29,304362,Projeto de Resolução,Votada
R,R,Solo,2024-12-04,304374,Projeto de Deliberação,Não Votada
R,R,Solo,2024-12-04,304376,Projeto de Resolução,Não Votada
R,R,Solo,2024-12-10,314403,Projeto de Resolução,Não Votada
R,R,Solo,2024-12-17,314433,Projeto de Resolução,Votada
R,R,Solo,2025-01-03,314461,Projeto de Resolução,Votada
R,R,Solo,2025-01-10,314491,Projeto de Deliberação,Não Votada
R,R,Solo,2025-01-24,314618,Projeto de Resolução,Votada
R,R,Solo,2025-01-30,314678,Projeto de Resolução,Votada
R,R,Solo,2025-01-30,314680,Projeto de Resolução,Votada
R,R,Solo,2025-02-07,314743,Projeto de Resolução,Votada
R,R,Solo,2025-02-18,314840,Projeto de Resolução,Votada
R,R,Solo,2025-02-20,314850,Projeto de Deliberação,Não Votada
R,R,Solo,2025-02-26,314903,Projeto de Resolução,Não Votada
R,R,Solo,2025-03-05,314951,Projeto de Resolução,Votada
R,R,Solo,2025-03-05,314952,Projeto de Resolução,Votada
R,R,Solo,2025-03-06,314953,Projeto de Resolução,Votada
R,R,Solo,2025-03-12,315006,Projeto de Resolução,Votada
V,V,Solo,2024-04-19,263602,Proposta de Lei,Votada
V,V,Solo,2024-05-31,263800,Proposta de Lei,Votada
V,V,Solo,2024-06-03,263808,Proposta de Lei,Votada
V,V,Solo,2024-06-03,263809,Proposta de Lei,Não Votada
V,V,Solo,2024-06-03,263810,Proposta de Lei,Votada
V,V,Solo,2024-07-02,273900,Proposta de Lei,Votada
V,V,Solo,2024-07-11,273925,Proposta de Lei,Votada
V,V,Solo,2024-07-11,273926,Proposta de Lei,Não Votada
V,V,Solo,2024-09-06,284012,Proposta de Lei,Votada
V,V,Solo,2024-09-06,284013,Proposta de Lei,Votada
V,V,Solo,2024-09-06,284014,Proposta de Lei,Votada
V,V,Solo,2024-09-09,284017,Proposta de Lei,Votada
V,V,Solo,2024-09-11,284024,Proposta de Lei,Votada
V,V,Solo,2024-09-27,294131,Proposta de Lei,Não Votada
V,V,Solo,2024-10-08,304223,Proposta de Lei,Votada
V,V,Solo,2024-10-10,304233,Proposta de Lei,Votada
V,V,Solo,2024-10-10,304237,Proposta de Lei,Votada
V,V,Solo,2024-10-25,304299,Proposta de Lei,Votada
V,V,Solo,2024-10-31,304310,Proposta de Lei,Votada
V,V,Solo,2024-11-04,304312,Proposta de Lei,Votada
V,V,Solo,2024-11-28,304359,Proposta de Lei,Votada
V,V,Solo,2024-11-28,304360,Proposta de Lei,Votada
V,V,Solo,2024-12-10,314405,Proposta de Resolução,Votada
V,V,Solo,2024-12-18,314434,Proposta de Lei,Votada
V,V,Solo,2024-12-18,314435,Proposta de Lei,Votada
V,V,Solo,2025-01-24,314619,Proposta de Resolução,Votada
V,V,Solo,2025-01-30,314677,Proposta de Lei,Votada
V,V,Solo,2025-02-03,314698,Proposta de Lei,Não Votada
V,V,Solo,2025-02-11,314816,Proposta de Lei,Não Votada
V,V,Solo,2025-02-25,314894,Proposta de Lei,Não Votada
V,V,Solo,2025-03-03,314940,Proposta de Lei,Não Votada
V,V,Solo,2025-03-03,314941,Proposta de Lei,Não Votada
V,V,Solo,2025-03-03,314942,Proposta de Resolução,Não Votada
V,V,Solo,2025-03-05,314949,Proposta de Resolução,Não Votada
V,V,Solo,2025-03-05,314950,Proposta de Resolução,Não Votada
Z,Z,Solo,2024-07-01,273897,Projeto de Lei,Não Votada
